Name,Source type,Genre,Production method,Is part of a franchise?,Production budget (in USD),Month,Year,Release day revenue,Number of theaters on release day,Tomatometer,Metacritic
"Hello, Dolly",-1,-1,-1,False,24000000,-1,-1,-1,-1,0.43,-1
Return to Me,Original Screenplay,Romantic Comedy,Live Action,False,24000000,4,2000,2517000,2005,0.62,0.54
The Men Who Stare at Goats,Based on Fiction Book/Short Story,Black Comedy,Live Action,False,24000000,11,2009,4641831,2443,-1,0.54
Zack and Miri Make a Porno,Original Screenplay,Comedy,Live Action,False,24000000,10,2008,2194513,2735,-1,0.56
Double Take,Remake,Action,Live Action,False,24000000,1,2001,3005000,1631,-1,0.66
"Girl, Interrupted",Based on Real Life Events,Drama,Live Action,False,24000000,12,1999,34813,9,0.54,0.51
Nurse Betty,Original Screenplay,Black Comedy,Live Action,False,24000000,9,2000,2101000,1458,0.83,0.69
Piranha 3D,Remake,Horror,Live Action,False,24000000,8,2010,3600707,2470,0.73,-1
Faster,Original Screenplay,Action,Live Action,False,24000000,11,2010,1601189,2454,0.53,0.57
The Wiz,-1,-1,-1,False,24000000,-1,-1,-1,-1,-1,-1
Win a Date with Tad Hamilton!,Original Screenplay,Romantic Comedy,Live Action,False,24000000,1,2004,2500000,2711,0.53,-1
Muppets From Space,Based on TV,Adventure,Live Action,True,24000000,7,1999,1005712,2049,0.63,0.53
Ready to Rumble,Original Screenplay,Comedy,Live Action,False,24000000,4,2000,1833000,2430,0.23,0.23
I Don't Know How She Does It,Based on Fiction Book/Short Story,Comedy,Live Action,False,24000000,9,2011,1565681,2476,0.16,0.38
Play it to the Bone,Original Screenplay,Comedy,Live Action,False,24000000,1,2000,1083,1,0.11,0.32
Dhoom 3,-1,-1,-1,True,24000000,1,2014,396573,138,0.71,0.61
Beyond the Sea,Based on Real Life Events,Drama,Live Action,False,24000000,1,2005,128139,383,0.42,0.61
Hauru no ugoku shiro,Based on Fiction Book/Short Story,Adventure,Hand Animation,False,24000000,7,2005,93613,187,-1,-1
Meet the Deedles,Original Screenplay,Comedy,Live Action,False,24000000,3,1998,2460812,1763,0.04,-1
The Thief and the Cobbler,Original Screenplay,Adventure,Hand Animation,False,24000000,8,1995,466661,510,0.5,-1
The Bridge of San Luis Rey,Based on Fiction Book/Short Story,Drama,Live Action,False,24000000,6,2005,30215,6,-1,0.25
Flood,-1,-1,-1,False,24000000,-1,-1,-1,-1,-1,-1
Zombieland,Original Screenplay,Comedy,Live Action,True,23600000,10,2009,9449569,3036,0.9,0.73
Star Wars Ep. V: The Empire Strikes Back,Original Screenplay,Adventure,Live Action,True,23000000,5,1980,1333305,126,-1,-1
The Waterboy,Original Screenplay,Comedy,Live Action,False,23000000,11,1998,12870000,2664,-1,0.41
The Naked Gun 2Â½: The Smell of Fear,Based on TV,Comedy,Live Action,True,23000000,6,1991,31543621,2378,0.57,-1
Bad Boys,Original Screenplay,Action,Live Action,True,23000000,4,1995,21487402,2132,-1,0.41
The Wedding Ringer,Original Screenplay,Comedy,Live Action,True,23000000,1,2015,6989187,3003,0.27,0.35
Final Destination,Original Screenplay,Horror,Live Action,True,23000000,3,2000,3130000,2587,0.34,0.36
King Kong,Remake,Action,Live Action,True,23000000,-1,-1,-1,-1,0.84,0.81
The Ides of March,Based on Play,Drama,Live Action,False,23000000,10,2011,3426434,2199,0.84,0.67
Pitch Black,Original Screenplay,Horror,Live Action,True,23000000,2,2000,3162000,1830,0.59,0.49
The Hate U Give,Based on Fiction Book/Short Story,Drama,Live Action,True,23000000,10,2018,174868,36,0.97,0.81
Someone Like You,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,False,23000000,3,2001,3623000,2345,-1,0.32
Her,Original Screenplay,Drama,Live Action,True,23000000,12,2013,58423,6,0.94,0.9
Joy Ride,Original Screenplay,Thriller/Suspense,Live Action,True,23000000,10,2001,1390000,2496,0.74,0.75
Kari gurashi no Arietti,Based on Fiction Book/Short Story,Adventure,Hand Animation,False,23000000,2,2012,1692721,1522,-1,-1
Haywire,Original Screenplay,Thriller/Suspense,Live Action,False,23000000,1,2012,2883872,2439,-1,0.67
Anywhere But Here,Based on Fiction Book/Short Story,Drama,Live Action,False,23000000,11,1999,1900000,1673,0.64,0.59
Vanity Fair,Based on Fiction Book/Short Story,Drama,Live Action,False,23000000,9,2004,607000,1001,0.51,0.53
Eddie the Eagle,Based on Real Life Events,Drama,Live Action,True,23000000,2,2016,1938728,2042,0.81,0.54
Jaws 4: The Revenge,Based on Fiction Book/Short Story,Horror,Live Action,True,23000000,7,1987,10477585,1606,0.0,-1
The Crew,Original Screenplay,Comedy,Live Action,False,23000000,8,2000,1249000,1510,-1,0.37
Marvin's Room,Based on Play,Drama,Live Action,False,23000000,12,1996,107825,6,0.84,0.68
Chasing Liberty,Original Screenplay,Romantic Comedy,Live Action,False,23000000,1,2004,2400000,2400,0.18,0.46
The Longshots,Based on Real Life Events,Drama,Live Action,False,23000000,8,2008,1327704,2089,-1,0.52
The End of the Affair,Based on Fiction Book/Short Story,Drama,Live Action,False,23000000,12,1999,85478,58,-1,0.65
Harley Davidson and the Marlboro Man,Original Screenplay,Action,Live Action,False,23000000,-1,-1,-1,-1,0.22,-1
In the Valley of Elah,Based on Real Life Events,Drama,Live Action,False,23000000,9,2007,114390,317,0.73,0.65
Coco avant Chanel,Based on Real Life Events,Drama,Live Action,False,23000000,1,2010,1807,18,-1,-1
ChÃ©ri,Based on Fiction Book/Short Story,Drama,Live Action,False,23000000,6,2009,110322,76,-1,-1
Redemption,Original Screenplay,Thriller/Suspense,Live Action,False,23000000,6,2013,5095,19,-1,0.43
ChÄi dÃ n zhuÄnjiÄ,Original Screenplay,Action,Live Action,False,23000000,-1,-1,-1,-1,-1,-1
Shi Yue Wei Cheng,-1,-1,-1,False,23000000,-1,-1,-1,-1,-1,-1
Spaceballs,Original Screenplay,Comedy,Live Action,False,22700000,6,1987,11045365,1384,0.58,0.46
1408,Based on Fiction Book/Short Story,Horror,Live Action,False,22500000,6,2007,7647080,2678,-1,-1
Nocturnal Animals,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,True,22500000,11,2016,162557,37,0.73,0.67
The Water Diviner,Original Screenplay,Drama,Live Action,False,22500000,4,2015,375376,320,0.61,0.5
Ghost,Original Screenplay,Drama,Live Action,False,22000000,7,1990,19767951,1101,-1,0.52
There's Something About Mary,Original Screenplay,Romantic Comedy,Live Action,False,22000000,7,1998,2007550,2137,0.83,0.69
The Santa Clause,Original Screenplay,Adventure,Live Action,True,22000000,11,1994,23431994,2183,-1,0.57
The Game Plan,Original Screenplay,Comedy,Live Action,False,22000000,9,2007,6336390,3103,-1,0.44
The Rookie,Original Screenplay,Drama,Live Action,False,22000000,3,2002,6095000,2511,0.84,0.72
The Bridges of Madison County,Based on Fiction Book/Short Story,Drama,Live Action,False,22000000,6,1995,15803651,1805,-1,0.66
Son of God,Based on Religious Text,Drama,Live Action,False,22000000,2,2014,9457989,3260,0.21,0.37
The Animal,Original Screenplay,Comedy,Live Action,False,22000000,6,2001,6005000,2788,-1,0.43
The Hundred-Foot Journey,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,False,22000000,8,2014,3662587,2023,-1,0.55
Gandhi,Based on Real Life Events,Drama,Live Action,False,22000000,12,1982,233452,4,0.86,0.79
Underworld,Original Screenplay,Action,Live Action,True,22000000,9,2003,8998000,2915,0.31,0.42
The Net,Original Screenplay,Thriller/Suspense,Live Action,False,22000000,7,1995,15371432,1906,-1,0.51
Diary of a Wimpy Kid: Dog Days,Based on Fiction Book/Short Story,Adventure,Live Action,True,22000000,8,2012,5839346,3391,0.51,0.54
I Am Sam,Original Screenplay,Drama,Live Action,False,22000000,1,2002,2652000,1268,0.35,0.28
Derailed,Based on Fiction Book/Short Story,Action,Live Action,False,22000000,11,2005,4493606,2441,0.21,0.4
The Informant!,Based on Factual Book/Article,Thriller/Suspense,Live Action,False,22000000,9,2009,3674586,2505,0.8,-1
Delivery Man,Remake,Comedy,Live Action,False,22000000,11,2013,2769167,3036,0.4,0.44
"Hail, Caesar!",Original Screenplay,Comedy,Live Action,True,22000000,2,2016,4321680,2232,-1,-1
Jay and Silent Bob Strike Back,Spin-Off,Comedy,Live Action,False,22000000,8,2001,4397000,2735,0.52,0.51
Shadowlands,Based on Play,Drama,Live Action,False,22000000,1,1994,5547543,546,0.97,-1
Traitor,Original Screenplay,Thriller/Suspense,Live Action,False,22000000,8,2008,792214,2054,0.65,0.6
Deuce Bigalow: European Gigolo,Original Screenplay,Comedy,Live Action,True,22000000,8,2005,3480518,3127,-1,0.23
Diary of a Wimpy Kid: The Long Haul,Based on Fiction Book/Short Story,Adventure,Live Action,True,22000000,5,2017,2018349,3157,0.19,0.39
Mad Money,Remake,Comedy,Live Action,False,22000000,1,2008,2350449,2470,-1,0.41
Homefront,Based on Fiction Book/Short Story,Action,Live Action,False,22000000,11,2013,1425112,2570,0.42,0.4
Igor,Original Screenplay,Adventure,Digital Animation,False,22000000,9,2008,2110360,2339,-1,0.4
Saving Silverman,Original Screenplay,Comedy,Live Action,False,22000000,2,2001,2210000,2467,0.18,0.22
Summer of Sam,Based on Real Life Events,Drama,Live Action,False,22000000,7,1999,2020000,1536,0.51,0.67
The Glass House,Original Screenplay,Thriller/Suspense,Live Action,False,22000000,9,2001,1950000,1591,-1,0.34
The Transporter Refueled,Original Screenplay,Action,Live Action,True,22000000,9,2015,2438210,3434,0.16,0.32
The Island,Based on Fiction Book/Short Story,Adventure,Live Action,False,22000000,-1,-1,-1,-1,-1,0.5
Josie and the Pussycats,Based on TV,Comedy,Live Action,False,22000000,4,2001,866910,2461,0.52,0.47
Hit & Run,Original Screenplay,Comedy,Live Action,False,22000000,8,2012,625011,2698,-1,-1
The Little Vampire,Based on Fiction Book/Short Story,Adventure,Live Action,False,22000000,10,2000,2293188,2009,0.55,0.45
I Heart Huckabees,Original Screenplay,Comedy,Live Action,False,22000000,10,2004,200000,44,0.63,0.55
"Roman J. Israel, Esq.",Original Screenplay,Drama,Live Action,True,22000000,11,2017,22842,4,0.52,0.58
Out of the Furnace,Original Screenplay,Drama,Live Action,False,22000000,12,2013,14464,4,0.53,0.63
RoboCop 3,Original Screenplay,Action,Live Action,True,22000000,11,1993,5545171,1796,0.03,0.4
Dudley Do-Right,Based on TV,Adventure,Live Action,False,22000000,8,1999,860000,1799,0.16,0.44
Just Getting Started,Original Screenplay,Comedy,Live Action,False,22000000,12,2017,1156007,2161,0.05,0.21
Megiddo: Omega Code 2,Based on Religious Text,Action,Live Action,True,22000000,9,2001,1825333,314,-1,-1
Darling Lili,-1,-1,-1,False,22000000,-1,-1,-1,-1,0.4,-1
The Libertine,Based on Play,Drama,Live Action,False,22000000,3,2006,2925164,815,-1,0.44
Zwartboek,Based on Real Life Events,Thriller/Suspense,Live Action,False,22000000,5,2007,93715,172,-1,-1
Before I Go to Sleep,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,True,22000000,10,2014,571469,1935,0.36,0.41
Stone,Original Screenplay,Drama,Live Action,False,22000000,10,2010,23241,6,0.49,0.58
Joyeux NoÃ«l,Based on Real Life Events,Drama,Live Action,False,22000000,5,2006,1859,11,-1,-1
Metegol,Based on Fiction Book/Short Story,Adventure,Digital Animation,False,22000000,-1,-1,-1,-1,0.67,-1
Sorcerer,Based on Fiction Book/Short Story,Adventure,Live Action,False,21600000,-1,-1,-1,-1,-1,0.68
MoliÃ¨re,-1,-1,-1,False,21600000,9,2007,12043,24,-1,-1
Michael Clayton,Original Screenplay,Drama,Live Action,False,21500000,10,2007,3303152,2511,0.9,0.82
Arlington Road,Original Screenplay,Thriller/Suspense,Live Action,False,21500000,7,1999,2265000,1631,0.62,0.65
My Fellow Americans,Original Screenplay,Comedy,Live Action,False,21500000,12,1996,6004356,1915,0.47,0.49
To Rome with Love,Original Screenplay,Romantic Comedy,Live Action,False,21500000,7,2012,860000,806,0.45,0.54
Silver Linings Playbook,Based on Fiction Book/Short Story,Drama,Live Action,True,21000000,11,2012,120770,16,0.92,0.81
Blockers,Original Screenplay,Comedy,Live Action,False,21000000,4,2018,7768185,3379,0.84,0.69
"South Park: Bigger, Longer & Uncut",Based on TV,Comedy,Live Action,False,21000000,6,1999,4853426,2128,-1,-1
Firefox,Based on Fiction Book/Short Story,Action,Live Action,False,21000000,6,1982,12603604,881,0.42,0.44
Death at a Funeral,Remake,Comedy,Live Action,False,21000000,4,2010,5547092,2459,0.61,0.51
Teenage Mutant Ninja Turtles III,Based on Comic/Graphic Novel,Adventure,Live Action,True,21000000,3,1993,15427547,2087,0.23,0.4
Hardball,Based on Fiction Book/Short Story,Drama,Live Action,False,21000000,9,2001,2500000,2197,0.39,-1
For Colored Girls,Based on Play,Drama,Live Action,False,21000000,11,2010,7411012,2127,-1,0.5
Freedom Writers,Based on Fiction Book/Short Story,Drama,Live Action,False,21000000,1,2007,3402212,1360,0.7,0.64
Kidnap,Original Screenplay,Thriller/Suspense,Live Action,False,21000000,8,2017,3729150,2378,-1,0.44
Pet Sematary,Remake,Horror,Live Action,False,21000000,4,2019,9920210,3585,0.5,0.38
The Transporter,Original Screenplay,Action,Live Action,True,21000000,10,2002,3049307,2573,-1,0.51
Never Back Down,Original Screenplay,Action,Live Action,True,21000000,3,2008,3309894,2729,0.23,0.39
Tinker Tailor Soldier Spy,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,False,21000000,12,2011,90684,4,0.83,0.85
The Bachelor,Remake,Romantic Comedy,Live Action,False,21000000,11,1999,2463000,2520,-1,0.31
The Rage: Carrie 2,Based on Fiction Book/Short Story,Horror,Live Action,True,21000000,3,1999,2465000,2286,-1,0.42
Swing Vote,Original Screenplay,Comedy,Live Action,False,21000000,8,2008,1965667,2213,0.38,0.47
Away We Go,Original Screenplay,Comedy,Live Action,False,21000000,6,2009,32994,4,0.68,0.58
Moonlight Mile,Original Screenplay,Drama,Live Action,False,21000000,9,2002,100371,22,0.63,0.59
The Beaver,Original Screenplay,Comedy,Live Action,False,21000000,5,2011,29866,22,0.61,0.6
Bitter Harvest,Original Screenplay,Drama,Live Action,False,21000000,2,2017,69534,127,-1,0.34
Molly,-1,-1,-1,False,21000000,10,1999,13874,12,0.14,0.21
Velvet Buzzsaw,Original Screenplay,Horror,Live Action,False,21000000,-1,-1,-1,-1,0.63,0.61
eXistenZ,Original Screenplay,Thriller/Suspense,Live Action,False,20700000,4,1999,226000,256,0.74,0.68
The Best Little Whorehouse in Texas,Based on Musical or Opera,Comedy,Live Action,False,20500000,7,1982,19401963,1400,-1,0.4
Pulse,Remake,Horror,Live Action,True,20500000,8,2006,3482547,2323,0.11,0.27
Beauty and the Beast,Based on Fiction Book/Short Story,Musical,Hand Animation,True,20000000,1,2012,5608811,2625,-1,0.92
Raiders of the Lost Ark,Original Screenplay,Adventure,Live Action,True,20000000,9,2012,440136,267,0.95,0.85
Home Alone 2: Lost in New York,Original Screenplay,Adventure,Live Action,True,20000000,11,1992,45583492,2222,0.3,-1
Close Encounters of the Third Kind,Original Screenplay,Adventure,Live Action,False,20000000,12,1977,3026558,571,0.96,0.9
Beverly Hills Cop II,Original Screenplay,Action,Live Action,True,20000000,5,1987,40983128,2326,-1,0.48
La La Land,Original Screenplay,Musical,Live Action,True,20000000,12,2016,299307,5,0.91,0.93
The Conjuring,Original Screenplay,Horror,Live Action,True,20000000,7,2013,16956117,2903,0.85,0.68
Bringing Down the House,Original Screenplay,Comedy,Live Action,False,20000000,3,2003,9839615,2801,0.34,0.39
Wonder,Based on Factual Book/Article,Drama,Live Action,True,20000000,11,2017,9674292,3096,0.84,0.66
The Silence of the Lambs,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,True,20000000,2,1991,1412862,1497,0.96,0.85
Wayne's World,Based on TV,Comedy,Live Action,True,20000000,2,1992,2463813,1768,0.84,0.57
Jackass 3D,Based on TV,Comedy,Live Action,True,20000000,10,2010,22044604,3081,0.65,-1
Bad Moms,Original Screenplay,Comedy,Live Action,True,20000000,7,2016,9544064,3215,0.58,0.6
Glass,Original Screenplay,Thriller/Suspense,Live Action,True,20000000,1,2019,15886745,3841,-1,0.42
Jaws 2,Based on Fiction Book/Short Story,Horror,Live Action,True,20000000,-1,-1,-1,-1,0.57,0.51
Beverly Hills Chihuahua,Original Screenplay,Adventure,Live Action,True,20000000,10,2008,8001448,3215,-1,0.41
Tammy,Original Screenplay,Comedy,Live Action,False,20000000,7,2014,6211368,3400,0.24,0.39
Are We There Yet?,Original Screenplay,Romantic Comedy,Live Action,True,20000000,1,2005,5500000,2709,-1,0.27
The Descendants,Based on Fiction Book/Short Story,Drama,Live Action,False,20000000,11,2011,39777,5,-1,0.84
School of Rock,Original Screenplay,Comedy,Live Action,False,20000000,10,2003,5982000,2614,0.91,-1
Disturbia,Original Screenplay,Thriller/Suspense,Live Action,False,20000000,4,2007,8838362,2925,0.69,0.62
Free Willy,Original Screenplay,Adventure,Live Action,True,20000000,7,1993,14000881,1476,0.57,0.79
Tyler Perryâs Boo! A Madea Halloween,Based on Play,Comedy,Live Action,True,20000000,10,2016,9470228,2260,0.2,-1
Mortal Kombat,Based on Game,Action,Live Action,True,20000000,8,1995,32753183,2421,0.38,0.58
White Chicks,Original Screenplay,Comedy,Live Action,False,20000000,6,2004,4216000,2412,0.15,0.41
Obsessed,Original Screenplay,Thriller/Suspense,Live Action,False,20000000,4,2009,11209297,2541,-1,0.25
Holes,Based on Fiction Book/Short Story,Drama,Live Action,False,20000000,4,2003,7409338,2331,0.77,0.71
Tyler Perry's Madea's Witness Protection,Original Screenplay,Comedy,Live Action,False,20000000,6,2012,10148095,2161,0.2,-1
The Last Song,Based on Fiction Book/Short Story,Drama,Live Action,False,20000000,3,2010,5125103,2673,-1,0.33
Why Did I Get Married Too?,Based on Play,Drama,Live Action,True,20000000,4,2010,12154448,2155,0.27,0.43
La vita Ã¨ bella,Original Screenplay,Drama,Live Action,False,20000000,2,1999,0,0,-1,-1
12 Years a Slave,Based on Factual Book/Article,Drama,Live Action,True,20000000,10,2013,273882,19,0.95,0.96
Drumline,Original Screenplay,Comedy,Live Action,False,20000000,12,2002,4125718,1833,0.82,0.63
Me Before You,Based on Fiction Book/Short Story,Drama,Live Action,False,20000000,6,2016,7777448,2704,0.56,0.51
What Men Want,Based on Movie,Comedy,Live Action,True,20000000,2,2019,6590556,2912,-1,0.49
Barbershop: The Next Cut,Original Screenplay,Comedy,Live Action,True,20000000,4,2016,7017581,2661,0.9,0.67
Edward Scissorhands,Original Screenplay,Comedy,Live Action,False,20000000,12,1990,8654763,1023,0.9,0.74
A Simple Favor,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,True,20000000,9,2018,5956444,3102,0.85,0.67
Selma,Based on Real Life Events,Drama,Live Action,True,20000000,12,2014,322176,19,0.99,0.88
Popeye,Based on Comic/Graphic Novel,-1,-1,False,20000000,-1,-1,-1,-1,-1,0.64
Date Movie,Original Screenplay,Comedy,Live Action,False,20000000,2,2006,6839360,2896,-1,0.11
