Name,Source type,Genre,Production method,Is part of a franchise?,Production budget (in USD),Month,Year,Release day revenue,Number of theaters on release day,Tomatometer,Metacritic,Release day revenue / production budget,Rotten Tomatoes Audience
I Still Know What You Did Last Summer,Based on Fiction Book/Short Story,Horror,Live Action,True,24000000,11,1998,6640000,2443,0.07,0.21,0.27666666666666667,0.29
Hitman,Original Screenplay,Action,Live Action,True,24000000,11,2007,4415314,2401,0.15,0.35,0.18397141666666667,0.57
"Hello, Dolly",-1,-1,-1,False,24000000,-1,-1,-1,-1,0.43,-1.0,-4.166666666666667e-08,0.76
Return to Me,Original Screenplay,Romantic Comedy,Live Action,False,24000000,4,2000,2517000,2005,0.62,0.54,0.104875,0.79
The Men Who Stare at Goats,Based on Fiction Book/Short Story,Black Comedy,Live Action,False,24000000,11,2009,4641831,2443,-1.0,0.54,0.193409625,-1.0
Zack and Miri Make a Porno,Original Screenplay,Comedy,Live Action,False,24000000,10,2008,2194513,2735,-1.0,0.56,0.09143804166666666,-1.0
Double Take,Remake,Action,Live Action,False,24000000,1,2001,3005000,1631,-1.0,0.66,0.12520833333333334,-1.0
"Girl, Interrupted",Based on Real Life Events,Drama,Live Action,False,24000000,12,1999,34813,9,0.54,0.51,0.0014505416666666666,0.84
Nurse Betty,Original Screenplay,Black Comedy,Live Action,False,24000000,9,2000,2101000,1458,0.83,0.69,0.08754166666666667,0.44
Piranha 3D,Remake,Horror,Live Action,False,24000000,8,2010,3600707,2470,0.73,-1.0,0.15002945833333334,0.43
Faster,Original Screenplay,Action,Live Action,False,24000000,11,2010,1601189,2454,0.53,0.57,0.06671620833333333,0.9
The Wiz,-1,-1,-1,False,24000000,-1,-1,-1,-1,-1.0,-1.0,-4.166666666666667e-08,-1.0
Win a Date with Tad Hamilton!,Original Screenplay,Romantic Comedy,Live Action,False,24000000,1,2004,2500000,2711,0.53,-1.0,0.10416666666666667,0.46
Muppets From Space,Based on TV,Adventure,Live Action,True,24000000,7,1999,1005712,2049,0.63,0.53,0.041904666666666666,0.58
Ready to Rumble,Original Screenplay,Comedy,Live Action,False,24000000,4,2000,1833000,2430,0.23,0.23,0.076375,0.52
I Don't Know How She Does It,Based on Fiction Book/Short Story,Comedy,Live Action,False,24000000,9,2011,1565681,2476,0.16,0.38,0.06523670833333334,0.32
Play it to the Bone,Original Screenplay,Comedy,Live Action,False,24000000,1,2000,1083,1,0.11,0.32,4.5125e-05,0.25
Dhoom 3,-1,-1,-1,True,24000000,1,2014,396573,138,0.71,0.61,0.016523875,0.49
Beyond the Sea,Based on Real Life Events,Drama,Live Action,False,24000000,1,2005,128139,383,0.42,0.61,0.005339125,0.64
Hauru no ugoku shiro,Based on Fiction Book/Short Story,Adventure,Hand Animation,False,24000000,7,2005,93613,187,-1.0,-1.0,0.0039005416666666667,-1.0
Meet the Deedles,Original Screenplay,Comedy,Live Action,False,24000000,3,1998,2460812,1763,0.04,-1.0,0.10253383333333334,0.37
The Thief and the Cobbler,Original Screenplay,Adventure,Hand Animation,False,24000000,8,1995,466661,510,0.5,-1.0,0.019444208333333334,0.74
The Bridge of San Luis Rey,Based on Fiction Book/Short Story,Drama,Live Action,False,24000000,6,2005,30215,6,-1.0,0.25,0.0012589583333333333,-1.0
Flood,-1,-1,-1,False,24000000,-1,-1,-1,-1,-1.0,-1.0,-4.166666666666667e-08,-1.0
Zombieland,Original Screenplay,Comedy,Live Action,True,23600000,10,2009,9449569,3036,0.9,0.73,0.4004054661016949,0.86
Star Wars Ep. V: The Empire Strikes Back,Original Screenplay,Adventure,Live Action,True,23000000,5,1980,1333305,126,-1.0,-1.0,0.057969782608695654,-1.0
The Waterboy,Original Screenplay,Comedy,Live Action,False,23000000,11,1998,12870000,2664,-1.0,0.41,0.5595652173913044,-1.0
The Naked Gun 2Â½: The Smell of Fear,Based on TV,Comedy,Live Action,True,23000000,6,1991,31543621,2378,0.57,-1.0,1.3714617826086957,0.65
Bad Boys,Original Screenplay,Action,Live Action,True,23000000,4,1995,21487402,2132,-1.0,0.41,0.9342348695652174,-1.0
The Wedding Ringer,Original Screenplay,Comedy,Live Action,True,23000000,1,2015,6989187,3003,0.27,0.35,0.30387769565217393,0.63
Final Destination,Original Screenplay,Horror,Live Action,True,23000000,3,2000,3130000,2587,0.34,0.36,0.13608695652173913,0.68
King Kong,Remake,Action,Live Action,True,23000000,-1,-1,-1,-1,0.84,0.81,-4.347826086956522e-08,0.5
The Ides of March,Based on Play,Drama,Live Action,False,23000000,10,2011,3426434,2199,0.84,0.67,0.14897539130434784,0.73
Pitch Black,Original Screenplay,Horror,Live Action,True,23000000,2,2000,3162000,1830,0.59,0.49,0.13747826086956522,0.77
The Hate U Give,Based on Fiction Book/Short Story,Drama,Live Action,True,23000000,10,2018,174868,36,0.97,0.81,0.00760295652173913,0.82
Someone Like You,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,False,23000000,3,2001,3623000,2345,-1.0,0.32,0.1575217391304348,-1.0
Her,Original Screenplay,Drama,Live Action,True,23000000,12,2013,58423,6,0.94,0.9,0.0025401304347826086,0.82
Joy Ride,Original Screenplay,Thriller/Suspense,Live Action,True,23000000,10,2001,1390000,2496,0.74,0.75,0.06043478260869565,0.65
Kari gurashi no Arietti,Based on Fiction Book/Short Story,Adventure,Hand Animation,False,23000000,2,2012,1692721,1522,-1.0,-1.0,0.0735965652173913,-1.0
Haywire,Original Screenplay,Thriller/Suspense,Live Action,False,23000000,1,2012,2883872,2439,-1.0,0.67,0.12538573913043477,-1.0
Anywhere But Here,Based on Fiction Book/Short Story,Drama,Live Action,False,23000000,11,1999,1900000,1673,0.64,0.59,0.08260869565217391,0.55
Vanity Fair,Based on Fiction Book/Short Story,Drama,Live Action,False,23000000,9,2004,607000,1001,0.51,0.53,0.026391304347826088,0.5
Eddie the Eagle,Based on Real Life Events,Drama,Live Action,True,23000000,2,2016,1938728,2042,0.81,0.54,0.08429252173913043,0.82
Jaws 4: The Revenge,Based on Fiction Book/Short Story,Horror,Live Action,True,23000000,7,1987,10477585,1606,0.0,-1.0,0.4555471739130435,0.14
The Crew,Original Screenplay,Comedy,Live Action,False,23000000,8,2000,1249000,1510,-1.0,0.37,0.05430434782608696,-1.0
Marvin's Room,Based on Play,Drama,Live Action,False,23000000,12,1996,107825,6,0.84,0.68,0.0046880434782608695,0.62
Chasing Liberty,Original Screenplay,Romantic Comedy,Live Action,False,23000000,1,2004,2400000,2400,0.18,0.46,0.10434782608695652,0.6
The Longshots,Based on Real Life Events,Drama,Live Action,False,23000000,8,2008,1327704,2089,-1.0,0.52,0.05772626086956522,-1.0
The End of the Affair,Based on Fiction Book/Short Story,Drama,Live Action,False,23000000,12,1999,85478,58,-1.0,0.65,0.0037164347826086955,-1.0
Harley Davidson and the Marlboro Man,Original Screenplay,Action,Live Action,False,23000000,-1,-1,-1,-1,0.22,-1.0,-4.347826086956522e-08,0.65
In the Valley of Elah,Based on Real Life Events,Drama,Live Action,False,23000000,9,2007,114390,317,0.73,0.65,0.0049734782608695655,0.77
Coco avant Chanel,Based on Real Life Events,Drama,Live Action,False,23000000,1,2010,1807,18,-1.0,-1.0,7.856521739130434e-05,-1.0
ChÃ©ri,Based on Fiction Book/Short Story,Drama,Live Action,False,23000000,6,2009,110322,76,-1.0,-1.0,0.004796608695652174,-1.0
Redemption,Original Screenplay,Thriller/Suspense,Live Action,False,23000000,6,2013,5095,19,-1.0,0.43,0.00022152173913043478,-1.0
ChÄi dÃ n zhuÄnjiÄ,Original Screenplay,Action,Live Action,False,23000000,-1,-1,-1,-1,-1.0,-1.0,-4.347826086956522e-08,-1.0
Shi Yue Wei Cheng,-1,-1,-1,False,23000000,-1,-1,-1,-1,-1.0,-1.0,-4.347826086956522e-08,-1.0
Spaceballs,Original Screenplay,Comedy,Live Action,False,22700000,6,1987,11045365,1384,0.58,0.46,0.48657995594713654,0.83
1408,Based on Fiction Book/Short Story,Horror,Live Action,False,22500000,6,2007,7647080,2678,-1.0,-1.0,0.33987022222222224,-1.0
Nocturnal Animals,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,True,22500000,11,2016,162557,37,0.73,0.67,0.007224755555555556,0.73
The Water Diviner,Original Screenplay,Drama,Live Action,False,22500000,4,2015,375376,320,0.61,0.5,0.01668337777777778,0.6
Ghost,Original Screenplay,Drama,Live Action,False,22000000,7,1990,19767951,1101,-1.0,0.52,0.8985432272727273,-1.0
There's Something About Mary,Original Screenplay,Romantic Comedy,Live Action,False,22000000,7,1998,2007550,2137,0.83,0.69,0.09125227272727272,0.61
The Santa Clause,Original Screenplay,Adventure,Live Action,True,22000000,11,1994,23431994,2183,-1.0,0.57,1.0650906363636363,-1.0
The Game Plan,Original Screenplay,Comedy,Live Action,False,22000000,9,2007,6336390,3103,-1.0,0.44,0.2880177272727273,-1.0
The Rookie,Original Screenplay,Drama,Live Action,False,22000000,3,2002,6095000,2511,0.84,0.72,0.27704545454545454,0.7
The Bridges of Madison County,Based on Fiction Book/Short Story,Drama,Live Action,False,22000000,6,1995,15803651,1805,-1.0,0.66,0.7183477727272727,-1.0
Son of God,Based on Religious Text,Drama,Live Action,False,22000000,2,2014,9457989,3260,0.21,0.37,0.4299085909090909,0.73
The Animal,Original Screenplay,Comedy,Live Action,False,22000000,6,2001,6005000,2788,-1.0,0.43,0.27295454545454545,-1.0
The Hundred-Foot Journey,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,False,22000000,8,2014,3662587,2023,-1.0,0.55,0.16648122727272727,-1.0
Gandhi,Based on Real Life Events,Drama,Live Action,False,22000000,12,1982,233452,4,0.86,0.79,0.010611454545454545,0.92
Underworld,Original Screenplay,Action,Live Action,True,22000000,9,2003,8998000,2915,0.31,0.42,0.409,0.79
The Net,Original Screenplay,Thriller/Suspense,Live Action,False,22000000,7,1995,15371432,1906,-1.0,0.51,0.6987014545454545,-1.0
Diary of a Wimpy Kid: Dog Days,Based on Fiction Book/Short Story,Adventure,Live Action,True,22000000,8,2012,5839346,3391,0.51,0.54,0.2654248181818182,0.62
I Am Sam,Original Screenplay,Drama,Live Action,False,22000000,1,2002,2652000,1268,0.35,0.28,0.12054545454545454,0.86
Derailed,Based on Fiction Book/Short Story,Action,Live Action,False,22000000,11,2005,4493606,2441,0.21,0.4,0.20425481818181818,0.58
The Informant!,Based on Factual Book/Article,Thriller/Suspense,Live Action,False,22000000,9,2009,3674586,2505,0.8,-1.0,0.16702663636363638,0.44
Delivery Man,Remake,Comedy,Live Action,False,22000000,11,2013,2769167,3036,0.4,0.44,0.12587122727272726,0.47
"Hail, Caesar!",Original Screenplay,Comedy,Live Action,True,22000000,2,2016,4321680,2232,-1.0,-1.0,0.19644,-1.0
Jay and Silent Bob Strike Back,Spin-Off,Comedy,Live Action,False,22000000,8,2001,4397000,2735,0.52,0.51,0.19986363636363635,0.75
Shadowlands,Based on Play,Drama,Live Action,False,22000000,1,1994,5547543,546,0.97,-1.0,0.25216104545454543,0.89
Traitor,Original Screenplay,Thriller/Suspense,Live Action,False,22000000,8,2008,792214,2054,0.65,0.6,0.03600972727272727,0.64
Deuce Bigalow: European Gigolo,Original Screenplay,Comedy,Live Action,True,22000000,8,2005,3480518,3127,-1.0,0.23,0.15820536363636364,-1.0
Diary of a Wimpy Kid: The Long Haul,Based on Fiction Book/Short Story,Adventure,Live Action,True,22000000,5,2017,2018349,3157,0.19,0.39,0.09174313636363636,0.34
Mad Money,Remake,Comedy,Live Action,False,22000000,1,2008,2350449,2470,-1.0,0.41,0.10683859090909091,-1.0
Homefront,Based on Fiction Book/Short Story,Action,Live Action,False,22000000,11,2013,1425112,2570,0.42,0.4,0.06477781818181819,0.61
Igor,Original Screenplay,Adventure,Digital Animation,False,22000000,9,2008,2110360,2339,-1.0,0.4,0.09592545454545455,-1.0
Saving Silverman,Original Screenplay,Comedy,Live Action,False,22000000,2,2001,2210000,2467,0.18,0.22,0.10045454545454545,0.51
Summer of Sam,Based on Real Life Events,Drama,Live Action,False,22000000,7,1999,2020000,1536,0.51,0.67,0.09181818181818181,0.6
The Glass House,Original Screenplay,Thriller/Suspense,Live Action,False,22000000,9,2001,1950000,1591,-1.0,0.34,0.08863636363636364,-1.0
The Transporter Refueled,Original Screenplay,Action,Live Action,True,22000000,9,2015,2438210,3434,0.16,0.32,0.11082772727272727,0.3
The Island,Based on Fiction Book/Short Story,Adventure,Live Action,False,22000000,-1,-1,-1,-1,-1.0,0.5,-4.545454545454546e-08,-1.0
Josie and the Pussycats,Based on TV,Comedy,Live Action,False,22000000,4,2001,866910,2461,0.52,0.47,0.039405,0.51
Hit & Run,Original Screenplay,Comedy,Live Action,False,22000000,8,2012,625011,2698,-1.0,-1.0,0.02840959090909091,-1.0
The Little Vampire,Based on Fiction Book/Short Story,Adventure,Live Action,False,22000000,10,2000,2293188,2009,0.55,0.45,0.10423581818181818,0.54
I Heart Huckabees,Original Screenplay,Comedy,Live Action,False,22000000,10,2004,200000,44,0.63,0.55,0.00909090909090909,0.75
"Roman J. Israel, Esq.",Original Screenplay,Drama,Live Action,True,22000000,11,2017,22842,4,0.52,0.58,0.0010382727272727273,0.54
Out of the Furnace,Original Screenplay,Drama,Live Action,False,22000000,12,2013,14464,4,0.53,0.63,0.0006574545454545455,0.52
RoboCop 3,Original Screenplay,Action,Live Action,True,22000000,11,1993,5545171,1796,0.03,0.4,0.2520532272727273,0.14
Dudley Do-Right,Based on TV,Adventure,Live Action,False,22000000,8,1999,860000,1799,0.16,0.44,0.03909090909090909,0.23
Just Getting Started,Original Screenplay,Comedy,Live Action,False,22000000,12,2017,1156007,2161,0.05,0.21,0.052545772727272726,0.09
Megiddo: Omega Code 2,Based on Religious Text,Action,Live Action,True,22000000,9,2001,1825333,314,-1.0,-1.0,0.08296968181818182,-1.0
Darling Lili,-1,-1,-1,False,22000000,-1,-1,-1,-1,0.4,-1.0,-4.545454545454546e-08,0.69
The Libertine,Based on Play,Drama,Live Action,False,22000000,3,2006,2925164,815,-1.0,0.44,0.132962,-1.0
Zwartboek,Based on Real Life Events,Thriller/Suspense,Live Action,False,22000000,5,2007,93715,172,-1.0,-1.0,0.0042597727272727275,-1.0
Before I Go to Sleep,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,True,22000000,10,2014,571469,1935,0.36,0.41,0.025975863636363637,0.4
Stone,Original Screenplay,Drama,Live Action,False,22000000,10,2010,23241,6,0.49,0.58,0.001056409090909091,0.21
Joyeux NoÃ«l,Based on Real Life Events,Drama,Live Action,False,22000000,5,2006,1859,11,-1.0,-1.0,8.45e-05,-1.0
Metegol,Based on Fiction Book/Short Story,Adventure,Digital Animation,False,22000000,-1,-1,-1,-1,0.67,-1.0,-4.545454545454546e-08,0.54
Sorcerer,Based on Fiction Book/Short Story,Adventure,Live Action,False,21600000,-1,-1,-1,-1,-1.0,0.68,-4.6296296296296295e-08,-1.0
MoliÃ¨re,-1,-1,-1,False,21600000,9,2007,12043,24,-1.0,-1.0,0.0005575462962962963,-1.0
Michael Clayton,Original Screenplay,Drama,Live Action,False,21500000,10,2007,3303152,2511,0.9,0.82,0.15363497674418605,0.69
Arlington Road,Original Screenplay,Thriller/Suspense,Live Action,False,21500000,7,1999,2265000,1631,0.62,0.65,0.10534883720930233,0.74
My Fellow Americans,Original Screenplay,Comedy,Live Action,False,21500000,12,1996,6004356,1915,0.47,0.49,0.27927237209302325,0.64
To Rome with Love,Original Screenplay,Romantic Comedy,Live Action,False,21500000,7,2012,860000,806,0.45,0.54,0.04,0.4
Silver Linings Playbook,Based on Fiction Book/Short Story,Drama,Live Action,True,21000000,11,2012,120770,16,0.92,0.81,0.005750952380952381,0.86
Blockers,Original Screenplay,Comedy,Live Action,False,21000000,4,2018,7768185,3379,0.84,0.69,0.36991357142857145,0.5
"South Park: Bigger, Longer & Uncut",Based on TV,Comedy,Live Action,False,21000000,6,1999,4853426,2128,-1.0,-1.0,0.2311155238095238,-1.0
Firefox,Based on Fiction Book/Short Story,Action,Live Action,False,21000000,6,1982,12603604,881,0.42,0.44,0.6001716190476191,0.41
Death at a Funeral,Remake,Comedy,Live Action,False,21000000,4,2010,5547092,2459,0.61,0.51,0.2641472380952381,0.79
Teenage Mutant Ninja Turtles III,Based on Comic/Graphic Novel,Adventure,Live Action,True,21000000,3,1993,15427547,2087,0.23,0.4,0.7346450952380953,0.33
Hardball,Based on Fiction Book/Short Story,Drama,Live Action,False,21000000,9,2001,2500000,2197,0.39,-1.0,0.11904761904761904,0.7
For Colored Girls,Based on Play,Drama,Live Action,False,21000000,11,2010,7411012,2127,-1.0,0.5,0.35290533333333335,-1.0
Freedom Writers,Based on Fiction Book/Short Story,Drama,Live Action,False,21000000,1,2007,3402212,1360,0.7,0.64,0.16201009523809523,0.87
Kidnap,Original Screenplay,Thriller/Suspense,Live Action,False,21000000,8,2017,3729150,2378,-1.0,0.44,0.17757857142857142,-1.0
Pet Sematary,Remake,Horror,Live Action,False,21000000,4,2019,9920210,3585,0.5,0.38,0.47239095238095236,0.59
The Transporter,Original Screenplay,Action,Live Action,True,21000000,10,2002,3049307,2573,-1.0,0.51,0.14520509523809524,-1.0
Never Back Down,Original Screenplay,Action,Live Action,True,21000000,3,2008,3309894,2729,0.23,0.39,0.157614,0.34
Tinker Tailor Soldier Spy,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,False,21000000,12,2011,90684,4,0.83,0.85,0.004318285714285715,0.65
The Bachelor,Remake,Romantic Comedy,Live Action,False,21000000,11,1999,2463000,2520,-1.0,0.31,0.11728571428571428,-1.0
The Rage: Carrie 2,Based on Fiction Book/Short Story,Horror,Live Action,True,21000000,3,1999,2465000,2286,-1.0,0.42,0.11738095238095238,-1.0
Swing Vote,Original Screenplay,Comedy,Live Action,False,21000000,8,2008,1965667,2213,0.38,0.47,0.09360319047619048,0.41
Away We Go,Original Screenplay,Comedy,Live Action,False,21000000,6,2009,32994,4,0.68,0.58,0.001571142857142857,0.74
Moonlight Mile,Original Screenplay,Drama,Live Action,False,21000000,9,2002,100371,22,0.63,0.59,0.004779571428571428,0.66
The Beaver,Original Screenplay,Comedy,Live Action,False,21000000,5,2011,29866,22,0.61,0.6,0.0014221904761904762,0.55
Bitter Harvest,Original Screenplay,Drama,Live Action,False,21000000,2,2017,69534,127,-1.0,0.34,0.003311142857142857,-1.0
Molly,-1,-1,-1,False,21000000,10,1999,13874,12,0.14,0.21,0.0006606666666666667,0.53
Velvet Buzzsaw,Original Screenplay,Horror,Live Action,False,21000000,-1,-1,-1,-1,0.63,0.61,-4.761904761904762e-08,0.36
eXistenZ,Original Screenplay,Thriller/Suspense,Live Action,False,20700000,4,1999,226000,256,0.74,0.68,0.010917874396135266,0.69
The Best Little Whorehouse in Texas,Based on Musical or Opera,Comedy,Live Action,False,20500000,7,1982,19401963,1400,-1.0,0.4,0.9464372195121952,-1.0
Pulse,Remake,Horror,Live Action,True,20500000,8,2006,3482547,2323,0.11,0.27,0.16988034146341463,0.27
Beauty and the Beast,Based on Fiction Book/Short Story,Musical,Hand Animation,True,20000000,1,2012,5608811,2625,-1.0,0.92,0.28044055,-1.0
Raiders of the Lost Ark,Original Screenplay,Adventure,Live Action,True,20000000,9,2012,440136,267,0.95,0.85,0.0220068,0.96
Home Alone 2: Lost in New York,Original Screenplay,Adventure,Live Action,True,20000000,11,1992,45583492,2222,0.3,-1.0,2.2791746,0.61
Close Encounters of the Third Kind,Original Screenplay,Adventure,Live Action,False,20000000,12,1977,3026558,571,0.96,0.9,0.1513279,0.85
Beverly Hills Cop II,Original Screenplay,Action,Live Action,True,20000000,5,1987,40983128,2326,-1.0,0.48,2.0491564,-1.0
La La Land,Original Screenplay,Musical,Live Action,True,20000000,12,2016,299307,5,0.91,0.93,0.01496535,0.81
The Conjuring,Original Screenplay,Horror,Live Action,True,20000000,7,2013,16956117,2903,0.85,0.68,0.84780585,0.83
Bringing Down the House,Original Screenplay,Comedy,Live Action,False,20000000,3,2003,9839615,2801,0.34,0.39,0.49198075,0.49
Wonder,Based on Factual Book/Article,Drama,Live Action,True,20000000,11,2017,9674292,3096,0.84,0.66,0.4837146,0.88
The Silence of the Lambs,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,True,20000000,2,1991,1412862,1497,0.96,0.85,0.0706431,0.95
Wayne's World,Based on TV,Comedy,Live Action,True,20000000,2,1992,2463813,1768,0.84,0.57,0.12319065,0.84
Jackass 3D,Based on TV,Comedy,Live Action,True,20000000,10,2010,22044604,3081,0.65,-1.0,1.1022302,0.69
Bad Moms,Original Screenplay,Comedy,Live Action,True,20000000,7,2016,9544064,3215,0.58,0.6,0.4772032,0.63
Glass,Original Screenplay,Thriller/Suspense,Live Action,True,20000000,1,2019,15886745,3841,-1.0,0.42,0.79433725,-1.0
Jaws 2,Based on Fiction Book/Short Story,Horror,Live Action,True,20000000,-1,-1,-1,-1,0.57,0.51,-5e-08,0.38
Beverly Hills Chihuahua,Original Screenplay,Adventure,Live Action,True,20000000,10,2008,8001448,3215,-1.0,0.41,0.4000724,-1.0
Tammy,Original Screenplay,Comedy,Live Action,False,20000000,7,2014,6211368,3400,0.24,0.39,0.3105684,0.36
